predictions,labels
7.631918430328369,13.1
8.133959770202637,11.5
8.74201488494873,10.3
9.030497550964355,10.9
8.25830078125,5.5
8.647212028503418,6.7
8.02048397064209,12.1
8.478172302246094,6.5
3.0213308334350586,3.0
8.019536018371582,5.6
7.593912124633789,13.1
8.137704849243164,11.9
8.856694221496582,10.0
8.988149642944336,10.0
7.071432113647461,11.4
8.655289649963379,14.9
9.575032234191895,12.6
9.308938980102539,10.9
8.155865669250488,4.8
8.135263442993164,4.7
6.802763938903809,7.6
7.513815402984619,5.6
7.5923237800598145,6.0
7.119805335998535,7.6
6.89881706237793,6.3
7.379487991333008,8.0
7.266929626464844,7.5
8.384017944335938,7.6
8.800007820129395,7.4
8.811203002929688,7.9
7.795154094696045,7.7
8.420730590820312,10.6
8.803308486938477,13.6
8.104447364807129,10.3
8.063323020935059,10.3
6.979579925537109,15.1
7.297530651092529,30.2
7.720909118652344,16.0
8.120131492614746,8.2
7.557352066040039,12.3
7.627575397491455,16.0
7.7315850257873535,12.2
7.512909412384033,6.3
7.104548454284668,6.6
7.26978874206543,6.2
7.744888782501221,7.7
7.765489101409912,7.9
7.919569492340088,10.5
7.539451599121094,8.0
6.18646764755249,4.8
5.7712321281433105,4.0
6.27244234085083,5.2
6.396586894989014,5.5
6.380181312561035,3.4
5.976928234100342,6.5
6.23511266708374,7.5
6.488510608673096,6.3
5.505770206451416,5.5
5.696582794189453,6.9
6.138338088989258,5.9
7.452125549316406,4.1
6.660645008087158,3.0
6.80889892578125,3.1
6.940457344055176,4.7
7.943085193634033,5.4
7.647886753082275,7.4
7.5792975425720215,6.3
7.6879096031188965,7.8
5.9296770095825195,5.9
8.627335548400879,4.5
8.402726173400879,7.6
6.832097053527832,2.9
6.19821834564209,2.1
7.792148590087891,2.8
6.114315986633301,3.9
7.183466911315918,1.8
7.3759541511535645,3.5
7.050168037414551,3.2
7.5875067710876465,1.8
7.956545829772949,1.4
7.706231594085693,5.2
8.209460258483887,7.7
7.663267135620117,10.6
7.615940093994141,9.2
7.469782829284668,7.2
8.054572105407715,9.2
6.988770484924316,8.4
6.919783592224121,9.7
7.9174909591674805,10.6
8.22487735748291,12.3
8.34952163696289,6.6
9.61866283416748,5.9
9.52255916595459,9.2
9.362147331237793,11.7
9.570402145385742,12.5
8.698325157165527,9.0
8.353010177612305,2.4
8.408487319946289,5.5
8.381998062133789,9.0
8.407697677612305,14.0
7.889570236206055,4.1
7.487325191497803,3.0
7.117729663848877,5.8
7.676061153411865,4.0
7.390288352966309,8.7
7.501862525939941,11.8
8.073184967041016,14.5
8.036375045776367,12.5
7.444725036621094,10.0
7.660042762756348,12.9
7.556549549102783,12.1
7.093155860900879,11.4
8.536130905151367,8.9
8.387207984924316,8.1
8.121482849121094,7.8
7.226784706115723,9.0
7.7811198234558105,6.6
7.823765277862549,8.3
8.504919052124023,10.7
8.922626495361328,11.7
8.425634384155273,9.0
7.91045618057251,10.1
